Unnamed: 0,tconst,primaryTitle,originalTitle,runtimeMinutes,numVotes,label,year
508,tt0042286,Broken Arrow,Broken Arrow,93,8380.0,True,1950
509,tt0042296,Caged,,96,3818.0,True,1950
516,tt0042648,Kiss Tomorrow Goodbye,Kiss Tomorrow Goodbye,102,1983.0,True,1950
523,tt0042958,Scandal,Shûbun,104,3890.0,True,1950
526,tt0043041,Three Came Home,Three Came Home,106,1835.0,True,1950
533,tt0043435,Cry Danger,,79,2334.0,True,1951
535,tt0043459,Decision Before Dawn,,119,2634.0,True,1951
541,tt0043873,Has Anybody Seen My Gal,Has Anybody Seen My Gal,88,1448.0,True,1952
543,tt0043895,The Painted Hills,,68,1106.0,False,1951
550,tt0044008,A Christmas Carol,,86,21457.0,True,1951
552,tt0044314,5 Fingers,5 Fingers,108,4598.0,True,1952
558,tt0044533,Deadline - U.S.A.,,87,3436.0,True,1952
565,tt0044926,Moulin Rouge,,119,5391.0,True,1952
579,tt0045492,All I Desire,,80,1896.0,True,1953
630,tt0047682,Sound of the Mountain,Yama no oto,95,1763.0,True,1954
636,tt0047990,Devdas,Devdas,159,1860.0,True,1955
647,tt0048347,The Man with the Golden Arm,,119,10832.0,True,1955
654,tt0048499,La Pointe Courte,,80,3361.0,True,1955
672,tt0049042,The Rocket from Calabuch,,93,1065.0,True,1956
683,tt0049397,Carnival in Moscow,,78,2549.0,True,1956
691,tt0049601,Patterns,,83,2740.0,True,1956
710,tt0050281,The Cyclops,,66,1010.0,False,1957
744,tt0051411,The Big Country,,166,17321.0,True,1958
764,tt0052104,Queen of Outer Space,,80,2121.0,False,1958
777,tt0052394,The Wild Women of Wongo,,72,1238.0,False,1958
841,tt0053849,The Gallant Hours,,115,1560.0,True,1960
854,tt0054115,Never Let Go,Never Let Go,90,1436.0,True,1960
861,tt0054205,Primary,Primary,60,1302.0,True,1960
864,tt0054248,Rocco and His Brothers,,179,18193.0,True,1960
908,tt0055304,The Pit and the Pendulum,,80,13944.0,True,1961
930,tt0055946,Eegah,Eegah,92,5821.0,False,1962
949,tt0056262,The Music Man,The Music Man,151,16860.0,True,1962
972,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95,471484.0,True,1964
978,tt0057227,Kissin' Cousins,,96,2123.0,False,1964
987,tt0057503,New Tale of Zatoichi,Shin Zatôichi monogatari,91,2012.0,True,1963
997,tt0057654,Barren Lives,,103,2517.0,True,1963
1001,tt0057812,7 Faces of Dr. Lao,,100,4774.0,True,1964
1003,tt0057869,Band of Outsiders,,95,24204.0,True,1964
1009,tt0058006,"Black God, White Devil",,120,4527.0,True,1964
1012,tt0058101,The Flesh Eaters,The Flesh Eaters,87,1131.0,False,1964
1015,tt0058208,The Horror of Party Beach,The Horror of Party Beach,78,2924.0,False,1964
1017,tt0058263,King & Country,,88,2109.0,True,1964
1028,tt0058440,Pajama Party,Pajama Party,82,1148.0,False,1964
1037,tt0058604,Soy Cuba,Soy Cuba,141,9055.0,True,1964
1045,tt0058962,The Bedford Incident,The Bedford Incident,102,5043.0,True,1965
1093,tt0060380,Esta Noite Encarnarei no Teu Cadaver,Esta Noite Encarnarei no Teu Cadáver,108,1834.0,True,1967
1098,tt0060464,"Ebirah, Horror of the Deep","Gojira, Ebirâ, Mosura: Nankai no daiketto",87,5226.0,False,1966
1119,tt0061140,The Undertaker and His Pals,,63,1109.0,False,1966
1121,tt0061189,The Wild Angels,,93,2907.0,False,1966
1144,tt0061595,Double Trouble,,91,1467.0,False,1967
1158,tt0061791,How to Succeed in Business Without Really Trying,,121,4512.0,True,1967
1173,tt0062150,Prehistoric Women,,95,1101.0,False,1967
1178,tt0062277,I Even Met Happy Gypsies,Skupljaci perja,94,2233.0,True,1967
1180,tt0062322,Dry Summer,,90,4539.0,True,1963
1198,tt0062979,Flesh,Flesh,89,2399.0,False,1968
1207,tt0063198,Death by Hanging,Kôshikei,117,2655.0,True,1968
1243,tt0064169,The Sicilian Clan,Le clan des siciliens,122,7789.0,True,1969
1256,tt0064482,In the Year of the Pig,In the Year of the Pig,103,1744.0,True,1968
1259,tt0064612,My Night at Maud's,,110,12204.0,True,1969
1265,tt0064923,Sam Whiskey,Sam Whiskey,96,1449.0,False,1969
1266,tt0064939,Satan's Sadists,Satan's Sadists,86,1044.0,False,1969
1270,tt0065125,The Trouble with Girls,,97,1494.0,False,1969
1287,tt0065597,Cry of the Banshee,,91,2320.0,False,1970
1293,tt0065782,Sunflower,I girasoli,107,3713.0,True,1970
1315,tt0066492,Trog,,93,2809.0,False,1970
1322,tt0066561,When Dinosaurs Ruled the Earth,,100,2466.0,False,1970
1329,tt0066765,And Now for Something Completely Different,,88,29815.0,True,1971
1333,tt0066834,Black Beauty,Black Beauty,106,1043.0,False,1971
1334,tt0066842,Bleak Moments,,106,1404.0,True,1971
1341,tt0066940,Confessions of a Police Captain,Confessione di un commissario di polizia al procuratore della repubblica,101,1418.0,True,1971
1343,tt0066970,Cold Sweat,De la part des copains,94,2542.0,False,1970
1348,tt0067116,The French Connection,The French Connection,104,117277.0,True,1971
1352,tt0067140,"Duck, You Sucker!",,157,33448.0,True,1971
1360,tt0067402,"Mary, Queen of Scots",,128,4276.0,True,1971
1374,tt0067789,Stariki-razboyniki,,92,1991.0,True,1972
1409,tt0068537,Elvis on Tour,Elvis on Tour,93,1480.0,True,1972
1410,tt0068569,Family Life,,108,1607.0,True,1971
1418,tt0068727,"I, Monster",,75,1414.0,False,1971
1456,tt0069851,Frankenstein's Castle of Freaks,,89,1080.0,False,1974
1457,tt0069865,Charley Varrick,Charley Varrick,111,11811.0,True,1973
1459,tt0069947,The Day of the Jackal,The Day of the Jackal,143,39607.0,True,1973
1465,tt0070077,The Friends of Eddie Coyle,,102,10034.0,True,1973
1501,tt0071194,The Bank Shot,,83,1020.0,False,1974
1528,tt0072030,Cousin Angelica,La prima Angélica,107,1015.0,True,1974
1544,tt0072886,Doc Savage: The Man of Bronze,,112,1885.0,False,1975
1553,tt0073000,The Pinchcliffe Grand Prix,,88,13014.0,True,1975
1556,tt0073042,The Ghoul,The Ghoul,88,1640.0,False,1975
1566,tt0073424,Mother Kusters Goes to Heaven,,120,1895.0,True,1975
1570,tt0073502,Overlord,,83,2878.0,True,1975
1589,tt0074287,The House with Laughing Windows,La casa dalle finestre che ridono,110,5109.0,True,1976
1610,tt0074605,Harlan County U.S.A.,Harlan County U.S.A.,103,5589.0,True,1976
1617,tt0074740,Keoma,,105,5424.0,True,1976
1686,tt0076809,Tentacles,Tentacoli,102,3606.0,False,1977
1703,tt0077405,Days of Heaven,,94,56145.0,True,1978
1753,tt0078976,City on Fire,City on Fire,106,1241.0,False,1979
1772,tt0079590,Muqaddar Ka Sikandar,Muqaddar Ka Sikandar,189,2757.0,True,1978
1776,tt0079709,Penitentiary,Penitentiary,99,1049.0,False,1979
1791,tt0080120,The Warriors,,92,99041.0,True,1979
1799,tt0080455,The Blues Brothers,,133,192064.0,True,1980
1814,tt0080928,Inside Moves,Inside Moves,113,1796.0,True,1980
1819,tt0081178,The Monster Club,The Monster Club,94,3513.0,False,1981
1824,tt0081291,Out of the Blue,Out of the Blue,94,2700.0,True,1980
1829,tt0081554,Stardust Memories,Stardust Memories,89,22209.0,True,1980
1837,tt0082084,Bloody Birthday,Bloody Birthday,85,4746.0,False,1981
1870,tt0082644,Laawaris,,189,2321.0,True,1981
1885,tt0082806,New Year's Evil,New Year's Evil,85,2907.0,False,1980
1887,tt0082912,Pixote,Pixote: A Lei do Mais Fraco,128,7542.0,True,1980
1909,tt0083310,Wacko,Wacko,90,1171.0,False,1982
1918,tt0083702,Burden of Dreams,,95,6985.0,True,1982
1922,tt0083824,Quarter to Two Before Jesus Christ,,100,1586.0,False,1982
1939,tt0084302,The Marathon Family,Maratonci trce pocasni krug,92,15402.0,True,1982
1944,tt0084370,My Favorite Year,,92,9366.0,True,1982
1955,tt0084591,"Reuben, Reuben","Reuben, Reuben",101,1205.0,True,1983
1959,tt0084630,Satte Pe Satta,Satte Pe Satta,160,3289.0,True,1982
1965,tt0084726,Star Trek II: The Wrath of Khan,,113,117509.0,True,1982
1973,tt0084845,Uuno Turhapuro menettaa muistinsa,,82,1130.0,False,1982
1985,tt0085266,Boogeyman II,Revenge of the Boogeyman,79,1094.0,False,1983
1990,tt0085335,Chuchelo,Chuchelo,127,1578.0,True,1984
1995,tt0085390,Daffy Duck's Movie: Fantastic Island,,78,1917.0,True,1983
1996,tt0085454,The World of Don Camillo,Don Camillo,126,1917.0,False,1984
2011,tt0085768,Kakav deda takav unuk,Kakav deda takav unuk,92,1313.0,True,1983
2013,tt0085780,The Keep,,96,11808.0,False,1983
2014,tt0085794,The King of Comedy,The King of Comedy,109,97627.0,True,1982
2029,tt0086112,The Pirates of Penzance,,112,3422.0,True,1983
2037,tt0086231,Sagara Sangamam,Sagara Sangamam,160,3058.0,True,1983
2040,tt0086250,Scarface,Scarface,170,788117.0,True,1983
2046,tt0086361,Staying Alive,Staying Alive,93,15551.0,False,1983
2080,tt0087032,Cannonball Run II,,108,15743.0,False,1984
2082,tt0087123,Strangler vs. Strangler,Davitelj protiv davitelja,93,3499.0,True,1984
2086,tt0087332,Ghostbusters,Ghostbusters,105,387118.0,True,1984
2088,tt0087349,"Blue Mountains, or Unbelievable Story",,97,1865.0,True,1983
2094,tt0087481,Double Trouble,,99,9873.0,True,1984
2098,tt0087644,Love Streams,,141,5730.0,True,1984
2135,tt0088760,Baby: Secret of the Lost Legend,Baby: Secret of the Lost Legend,95,3267.0,False,1985
2141,tt0088930,Clue,Clue,94,91894.0,True,1985
2148,tt0089060,The Dungeonmaster,Ragewar,73,2219.0,False,1984
2169,tt0089598,Miranda,Miranda,96,2133.0,False,1985
2184,tt0089853,The Purple Rose of Cairo,,82,50378.0,True,1985
2195,tt0090184,Tomboy,Tomboy,91,1513.0,False,1985
2198,tt0090246,"Vabank II, czyli riposta","Vabank II, czyli riposta",97,2546.0,True,1985
2203,tt0090556,"'night, Mother","'night, Mother",96,2244.0,True,1986
2217,tt0090903,The Devil's Honey,Il miele del diavolo,83,1255.0,False,1986
2223,tt0091093,The Fugitives,,95,6631.0,True,1986
2224,tt0091113,Ginger & Fred,Ginger e Fred,125,5063.0,True,1986
2227,tt0091165,Hamburger: The Motion Picture,,90,1797.0,False,1986
2228,tt0091166,Hands of Steel,,94,2462.0,False,1986
2235,tt0091276,Invaders from Mars,Invaders from Mars,100,8640.0,False,1986
2236,tt0091278,Iron Eagle,,117,14115.0,False,1986
2260,tt0091814,Quicksilver,,105,4710.0,False,1986
2262,tt0091836,Reform School Girls,,94,2421.0,False,1986
2264,tt0091902,White Slave,,90,1738.0,False,1985
2287,tt0092580,Aria,,90,2768.0,False,1987
2289,tt0092618,Barfly,Barfly,100,19782.0,True,1987
2290,tt0092651,The Cyclist,Bicycleran,82,2050.0,True,1989
2297,tt0092732,Castaway,Castaway,117,3224.0,False,1986
2310,tt0093043,Delirium,,94,1900.0,False,1987
2315,tt0093113,Django Strikes Again,Django 2 - Il grande ritorno,88,1171.0,False,1987
2323,tt0093191,Wings of Desire,Der Himmel über Berlin,128,68656.0,True,1987
2330,tt0093405,Leonard Part 6,Leonard Part 6,85,8221.0,False,1987
2331,tt0093409,Lethal Weapon,Lethal Weapon,109,248539.0,True,1987
2356,tt0093872,Robot Holocaust,Robot Holocaust,79,1766.0,False,1987
2384,tt0094627,Edge of the Axe,Al filo del hacha,91,1908.0,False,1988
2395,tt0094824,Caddyshack II,Caddyshack II,98,15346.0,False,1988
2421,tt0095312,Hollywood Chainsaw Hookers,Hollywood Chainsaw Hookers,75,3281.0,False,1988
2429,tt0095489,The Land Before Time,The Land Before Time,69,84873.0,True,1988
2439,tt0095799,Otto - Der Neue Film,,82,2345.0,False,1987
2481,tt0097202,The Killer,,111,47393.0,True,1989
2505,tt0097613,The January Man,The January Man,97,8264.0,False,1989
2514,tt0097815,Major League,,107,66220.0,True,1989
2515,tt0097841,Marrakech Express,,110,2231.0,True,1989
2522,tt0097942,Mystics in Bali,,116,1220.0,False,1981
2543,tt0098356,Some Girls,,94,3258.0,False,1988
2564,tt0099385,Death Warrant,,89,18353.0,False,1990
2569,tt0099487,Edward Scissorhands,,105,467539.0,True,1990
2588,tt0099991,The Last of the Finest,,106,1339.0,False,1990
2612,tt0100514,The Rookie,The Rookie,120,26716.0,False,1990
2634,tt0101507,Boyz n the Hood,Boyz n the Hood,112,134612.0,True,1991
2681,tt0102848,Scanners II: The New Order,Scanners II: The New Order,104,3114.0,False,1991
2685,tt0102926,The Silence of the Lambs,,118,1348539.0,True,1991
2694,tt0103130,Trust,Trust,107,11074.0,True,1990
2705,tt0103791,Belle Epoque,,109,10008.0,True,1992
2708,tt0103874,Dracula,Dracula,128,207240.0,True,1992
2709,tt0103888,Brother's Keeper,,104,4010.0,True,1992
2721,tt0104135,Double Trouble,Double Trouble,86,1708.0,False,1992
2726,tt0104391,Hard Hunted,,97,1102.0,False,1993
2732,tt0104652,Porco Rosso,,94,84504.0,True,1992
2773,tt0105616,Tom and Jerry: The Movie,Tom and Jerry: The Movie,84,10684.0,False,1992
2774,tt0105631,Traces of Red,Traces of Red,105,1651.0,False,1992
2786,tt0106258,American Samurai,American Samurai,94,1935.0,False,1992
2787,tt0106303,Arctic Blue,Arctic Blue,95,1033.0,False,1993
2792,tt0106393,Best of the Best II,Best of the Best II,101,5719.0,False,1993
2802,tt0106557,Children of the Corn II: The Final Sacrifice,,92,8272.0,False,1992
2809,tt0106779,Dromkaken,Drömkåken,101,3275.0,False,1993
2823,tt0107166,Hum Hain Rahi Pyar Ke,,163,5677.0,True,1993
2827,tt0107290,Jurassic Park,Jurassic Park,127,919997.0,True,1993
2831,tt0107333,Knights,Knights,90,2002.0,False,1993
2845,tt0107863,Posse,,111,4377.0,False,1993
2850,tt0107930,Reckless Kelly,Reckless Kelly,103,1691.0,False,1993
2882,tt0109067,The Air Up There,,107,8835.0,False,1994
2911,tt0109739,Ernest Goes to School,Ernest Goes to School,89,2599.0,False,1994
2917,tt0109835,Frank & Jesse,,105,1447.0,False,1994
2954,tt0110632,Natural Born Killers,,118,226663.0,True,1994
2966,tt0110907,Ready to Wear,,133,14946.0,False,1994
2967,tt0110917,A Pure Formality,Una pura formalità,108,11257.0,True,1994
2973,tt0111149,Shallow Grave,,89,59528.0,True,1994
2984,tt0111470,Trading Mom,,85,1909.0,False,1994
3003,tt0112513,Sailor Moon SuperS: The Movie: Black Dream Hole,,60,1577.0,True,1995
3007,tt0112609,Wild Horses,,122,1529.0,True,1995
3027,tt0113189,GoldenEye,,130,250071.0,True,1995
3041,tt0113580,Kummeli Stories,Kummeli Stories,90,2316.0,True,1995
3050,tt0113757,A Chinese Torture Chamber Story,,88,1309.0,False,1994
3051,tt0113774,Margaret's Museum,Margaret's Museum,114,1342.0,True,1995
3063,tt0113986,Nine Months,,103,36367.0,False,1995
3071,tt0114306,Rumpelstiltskin,,87,2386.0,False,1995
3085,tt0114690,Tokyo Fist,,87,3354.0,True,1995
3097,tt0115040,The Garden,Záhrada,99,1942.0,True,1995
3102,tt0115568,Army,,153,1685.0,False,1996
3130,tt0116165,Ed,,94,8491.0,False,1996
3138,tt0116274,Familia,Familia,98,1335.0,True,1996
3155,tt0116695,Jerry Maguire,Jerry Maguire,139,254959.0,True,1996
3156,tt0116705,Jingle All the Way,Jingle All the Way,89,98926.0,False,1996
3169,tt0116860,"Pretty Village, Pretty Flame",,115,15939.0,True,1996
3172,tt0116905,Lone Star,,135,29237.0,True,1996
3181,tt0117143,Nach Funf im Urwald,,99,1526.0,True,1995
3192,tt0117412,Pedale douce,Pédale douce,100,1786.0,False,1996
3197,tt0117533,Sabotage,Sabotage,99,1552.0,False,1996
3205,tt0117690,Some Mother's Son,,112,2765.0,True,1996
3215,tt0117909,Earth,Tierra,125,3841.0,True,1996
3218,tt0117951,Trainspotting,Trainspotting,93,661580.0,True,1996
3245,tt0118849,Children of Heaven,,89,71329.0,True,1997
3246,tt0118852,Chinese Coffee,,99,4174.0,True,2000
3249,tt0118998,Doctor Dolittle,Doctor Dolittle,85,95431.0,False,1998
3263,tt0119174,The Game,,129,373927.0,True,1997
3273,tt0119272,Heaven's Burning,Heaven's Burning,96,1991.0,False,1997
3275,tt0119304,Home Fries,Home Fries,91,8384.0,False,1998
3282,tt0119389,The Island on Bird Street,,107,1608.0,True,1997
3295,tt0119657,Men with Guns,,127,2744.0,True,1997
3305,tt0119934,Without Limits,,117,6947.0,True,1998
3319,tt0120176,The Spanish Prisoner,,110,24169.0,True,1997
3330,tt0120382,The Truman Show,The Truman Show,103,1002936.0,True,1998
3338,tt0120611,Blade,,120,260175.0,True,1998
3353,tt0120741,Mafia!,,87,15183.0,False,1998
3356,tt0120765,My Giant,My Giant,103,6820.0,False,1998
3357,tt0120768,The Negotiator,,140,137057.0,True,1998
3366,tt0120891,Wild Wild West,Wild Wild West,106,157425.0,False,1999
3374,tt0122689,The Rolling Stones Rock and Roll Circus,The Rolling Stones Rock and Roll Circus,65,1998.0,True,1996
3402,tt0127626,Kiler,Kiler,104,6630.0,True,1997
3412,tt0129167,The Iron Giant,,86,182933.0,True,1999
3424,tt0131207,Tri plyus dva,,100,1869.0,True,1963
3432,tt0133093,The Matrix,The Matrix,136,1787064.0,True,1999
3440,tt0135024,A Real Young Girl,Une vraie jeune fille,93,3736.0,False,1976
3446,tt0136535,Webmaster,Skyggen,102,1133.0,False,1998
3449,tt0137523,Fight Club,Fight Club,139,1969585.0,True,1999
3455,tt0138467,Girl,,99,2925.0,False,1998
3459,tt0139076,Bone Daddy,,90,1318.0,False,1998
3467,tt0140282,In God's Hands,,96,1191.0,False,1998
3471,tt0140796,Air Bud: Golden Receiver,Air Bud: Golden Receiver,90,5643.0,False,1998
3474,tt0141716,Party Monster,Party Monster,57,1700.0,True,1998
3499,tt0145505,Susan's Plan,Susan's Plan,89,1787.0,False,1998
3507,tt0147800,10 Things I Hate About You,10 Things I Hate About You,97,319002.0,True,1999
3511,tt0150176,Coming Soon,Coming Soon,96,1705.0,False,1999
3526,tt0156096,Spring Forward,,110,1460.0,True,1999
3527,tt0156323,Screwed,,81,9004.0,False,2000
3546,tt0160236,Dudley Do-Right,Dudley Do-Right,77,10515.0,False,1999
3556,tt0162983,Hanging Up,Hanging Up,94,12441.0,False,2000
3570,tt0165396,My Brother the Pig,,92,1498.0,False,1999
3586,tt0166653,The Health Journey,Hälsoresan - En smal film av stor vikt,105,3400.0,False,1999
3597,tt0168043,The Longest Nite,,84,2077.0,True,1998
3600,tt0168446,Aberdeen,Aberdeen,113,3230.0,True,2000
3613,tt0172396,The End of the Affair,The End of the Affair,102,22463.0,True,1999
3614,tt0172493,"Girl, Interrupted",,127,175082.0,True,1999
3622,tt0173772,My Voyage to Italy,Il mio viaggio in Italia,246,3238.0,True,1999
3633,tt0176426,All the Rage,All the Rage,99,1857.0,False,1999
3648,tt0180274,Unhinged,Unhinged,79,1774.0,False,1982
3657,tt0181600,Yparhei Kai Filotimo,Yparhei kai filotimo,89,1324.0,True,1965
3660,tt0181865,Traffic,,147,203040.0,True,2000
3677,tt0186045,Drowning Mona,,96,14186.0,False,2000
3697,tt0190419,Ghulam,Ghulam,162,11234.0,True,1998
3716,tt0196223,The Right Temptation,The Right Temptation,95,1179.0,False,2000
3723,tt0199314,About Adam,,97,6539.0,False,2000
3741,tt0203019,Men of Honor,Men of Honor,129,113323.0,True,2000
3789,tt0216800,With a Friend Like Harry...,"Harry, un ami qui vous veut du bien",117,11213.0,True,2000
3806,tt0221889,Beautiful Creatures,,86,3686.0,False,2000
3809,tt0224578,The Vertical Ray of the Sun,Mùa hè chieu thang dung,112,3736.0,True,2000
3819,tt0228853,"Throw Away Your Books, Rally in the Streets",,137,1827.0,True,1971
3828,tt0233469,Collateral Damage,Collateral Damage,108,73964.0,False,2002
3842,tt0235737,The Salton Sea,,103,30501.0,True,2002
3847,tt0237038,Bharatham,,147,2572.0,True,1991
3851,tt0238119,Boys Don't Cry,Chlopaki nie placza,90,6146.0,True,2000
3868,tt0241998,Sweetie Pie,Sweetie Pie,85,1642.0,False,2002
3883,tt0244709,Pavilion of Women,,116,1023.0,False,2001
3885,tt0245407,Crush,,108,3786.0,False,2001
3901,tt0247911,Aap Mujhe Achche Lagne Lage,Aap Mujhe Achche Lagne Lage,180,2482.0,False,2002
3940,tt0253420,"Shaban, a Man from the Middle Class",Ortadirek Saban,82,4609.0,True,1984
3941,tt0253474,The Pianist,,150,781136.0,True,2002
3945,tt0253828,Tosun Pasa,,90,22681.0,True,1976
3947,tt0253867,The Sweetest Thing,The Sweetest Thing,84,57718.0,False,2002
3964,tt0257290,Glass Tiger,,100,6579.0,True,2001
3983,tt0261289,Serving Sara,Serving Sara,102,17449.0,False,2002
3994,tt0263496,Pretty Things,,105,1022.0,False,2001
4027,tt0268579,Ripper,Ripper,114,2851.0,False,2001
4038,tt0270846,Superbabies: Baby Geniuses 2,,88,30746.0,False,2004
4050,tt0272425,Reptile 2001,,99,1802.0,False,1999
4053,tt0273517,Darkness,,88,19425.0,False,2002
4076,tt0279781,Sorority Boys,,93,15490.0,False,2002
4080,tt0280381,25 Watts,,92,1609.0,True,2001
4099,tt0282589,I Saw Mommy Kissing Santa Claus,,100,1305.0,False,2001
4112,tt0284655,WiseGirls,,96,2940.0,False,2002
4124,tt0287015,My Aunt,Teyzem,105,1270.0,True,1986
4131,tt0288861,Godforsaken,Van God los,83,4739.0,True,2003
4157,tt0293664,Treed Murray,,90,1546.0,True,2001
4171,tt0298514,Ravanaprabhu,Ravanaprabhu,168,1330.0,True,2001
4177,tt0299658,Chicago,Chicago,113,223732.0,True,2002
4183,tt0301083,Cardcaptor Sakura: The Sealed Card,Kâdokaputâ Sakura: Fûin sareta kâdo,79,1572.0,True,2000
4239,tt0311361,Jesus Christ Vampire Hunter,,85,4284.0,False,2001
4253,tt0314412,My Life Without Me,,106,24752.0,True,2003
4259,tt0314942,The Revenge,Zemsta,100,1530.0,False,2002
4268,tt0316654,Spider-Man 2,Spider-Man 2,127,587321.0,True,2004
4277,tt0318462,The Motorcycle Diaries,,126,99630.0,True,2004
4298,tt0326664,Swimming Upstream,,114,3314.0,True,2003
4331,tt0331953,Club Dread,Club Dread,104,29345.0,False,2004
4355,tt0338325,Paparazzi,,84,14978.0,False,2004
4359,tt0338949,Edi,,97,2128.0,True,2002
4365,tt0339450,Names Engraved in Marble,Nimed marmortahvlil,95,2159.0,True,2002
4390,tt0347167,The Hero: Love Story of a Spy,The Hero: Love Story of a Spy,160,2255.0,False,2003
4396,tt0348843,Jism,Jism,136,2126.0,False,2003
4404,tt0349889,Unstoppable,,96,4981.0,False,2004
4452,tt0362165,Son of the Mask,Son of the Mask,94,55030.0,False,2005
4453,tt0362227,The Terminal,,128,434641.0,True,2004
4486,tt0368296,Stacy: Attack of the Schoolgirl Zombies,,80,1578.0,False,2001
4488,tt0368563,Possession,Possession,90,7621.0,False,2009
4506,tt0370032,Ultraviolet,,88,80999.0,False,2006
4513,tt0372478,The Stroll,,90,1881.0,True,2003
4529,tt0374536,Bewitched,Bewitched,102,71346.0,False,2005
4536,tt0375785,Gray Matters,Gray Matters,96,7023.0,False,2006
4559,tt0378284,Machuca,Machuca,116,11834.0,True,2004
4570,tt0380066,The Woods,The Woods,91,11359.0,False,2006
4582,tt0381707,White Chicks,,109,139126.0,False,2004
4599,tt0383846,"When I Grow Up, I'll Be a Kangaroo",Kad porastem bicu Kengur,92,10304.0,True,2004
4602,tt0384488,Saint Ralph,,98,6019.0,True,2004
4614,tt0385988,Red Riding Hood,,82,1207.0,False,2006
4634,tt0388288,My First Wedding,,94,1131.0,False,2006
4637,tt0388473,Tokyo Godfathers,Tôkyô goddofâzâzu,90,35391.0,True,2003
4649,tt0391024,Control Room,,84,5125.0,True,2004
4662,tt0396096,Pit Fighter,Pit Fighter,83,1152.0,False,2005
4672,tt0397078,Just My Luck,,108,55740.0,False,2006
4685,tt0400761,Quill: The Life of a Guide Dog,,100,1609.0,True,2004
